KC,SF,DET,BUF,CIN,JAX,MIA,DAL,PHI,SEA,MIN,NYG,LV,TB,BAL,GB,ATL,LAC,PIT,CLE,NO,TEN,WAS,NE,CAR,DEN,LA,ARI,NYJ,HOU,CHI,IND
0.18986911091925185,0.1319562599449624,0.12769738134394862,0.11376927363223208,0.09487184663118388,0.08283543749093508,0.07887930144938331,0.07104841125515361,0.06188942760037044,0.0521546480306534,0.04645975226954489,0.035622654233897114,0.025752977361239042,0.01791487797544779,-0.0012592211491179207,-0.0013284820328110757,-0.007751971924037662,-0.00841531346249111,-0.009897541056218102,-0.010522953801288253,-0.01126259467758184,-0.02511417059195855,-0.027657400957943466,-0.05680878030298222,-0.06130005550422681,-0.06795710970359212,-0.07247742061499363,-0.08721931127748868,-0.09171301234972236,-0.10129589308981163,-0.11223718379530433,-0.11424084940140644
