PHI,CLE,NYG,CHI,BAL,KC,ATL,BUF,PIT,CAR,GB,CIN,LAC,DAL,ARI,SEA,LV,LA,JAX,NYJ,SF,MIA,NE,TEN,WAS,DEN,DET,NO,MIN,IND,HOU,TB
0.15118836222895293,0.13216421048509192,0.13031938904386545,0.12432477801833958,0.10653997082060365,0.10096438130756884,0.09203386722504465,0.08219502993933636,0.08143876602782668,0.07959524449649073,0.05723154074101865,0.05155562239995693,0.050178955252576415,0.04479213653824286,0.04118029403181039,0.03776242192588112,0.035586680335475865,0.032779674783119994,0.02996986089287808,0.004913374125761143,0.003004271252979307,0.002625496898689683,-0.0021371901065678767,-0.017408377847799646,-0.019784360843079885,-0.022053090856727936,-0.04086900818270482,-0.04648781847233115,-0.07689928295851124,-0.0948277121410934,-0.10657220033310161,-0.13860768464484696
