KC,BUF,PHI,CIN,SF,NYG,DET,JAX,DAL,MIA,SEA,CLE,BAL,LV,ATL,PIT,GB,MIN,LAC,CHI,CAR,TB,TEN,NO,WAS,LA,NE,ARI,DEN,NYJ,HOU,IND
0.1615217521908001,0.10083387096056477,0.0920250268761999,0.08074230048577817,0.07840861366330863,0.06775966894602421,0.06684080620288416,0.06204098490805594,0.05687196914615278,0.05367757640116348,0.04675309369811706,0.03757522164966622,0.035853485507313175,0.026840342554105855,0.026770879669058945,0.018729945319060692,0.015791018476685792,0.011200776319036904,0.009181649987874359,-0.011978796514546836,-0.0128005860038319,-0.01974769417144575,-0.026113210138059353,-0.02700443389008772,-0.027659512012047513,-0.04076099319933798,-0.04152962570072812,-0.04961327204680675,-0.055878397985943636,-0.0640397636960229,-0.10438442549432474,-0.11075293764901709
