LAC,ATL,JAX,PHI,NE,NYG,IND,DEN,TEN,DAL,WAS,KC,SF,CHI,CIN,NYJ,LA,HOU,NO,SEA,PIT,CAR,MIN,TB,MIA,GB,ARI,BUF,DET,CLE,BAL,LV
0.23958783840811265,0.2011219809145698,0.16741585086222938,0.14276045436284024,0.1269935049074697,0.12235416936917302,0.11398353707969316,0.11386016687620273,0.1073689173541258,0.10428411321496696,0.10372841611742278,0.1033772659790729,0.08759872082002951,0.08219201526490384,0.07852619348780299,0.07662575149821642,0.06972853881696708,0.06671825145481203,0.06417476733106373,0.06380898864378527,0.05703505704998803,0.03861301287629164,0.0349615319364779,0.030222253283005096,0.025493225218667787,0.009391242300012065,0.0027718123276775364,-0.00028509325232070615,-0.015748950638594272,-0.02819487801080897,-0.03307887660572645,-0.08889517463455295
