IND,LAC,NE,CIN,DAL,LA,NYJ,NO,PIT,PHI,BAL,KC,BUF,WAS,CHI,SEA,DET,ARI,GB,CAR,TEN,NYG,JAX,DEN,HOU,SF,MIA,CLE,ATL,MIN,TB,LV
0.1926358015376503,0.15911233337254765,0.1423534731491242,0.1393226134005594,0.09471957801499042,0.09339146588838582,0.08770131295712832,0.08424332512318153,0.06136702188051837,0.053007804525170885,0.0468068240466816,0.04349148435765975,0.03918067544993348,0.022187152842357838,0.0028538502342173692,-0.008342068392042835,-0.014952781449026474,-0.015966405612740847,-0.018893947460559377,-0.020280209381678335,-0.024964502414209652,-0.043925481135154675,-0.04554325081756339,-0.04890005540210643,-0.05222807077553225,-0.05825648477882237,-0.06192036017905046,-0.0758703609492154,-0.14285059802229597,-0.14531639415273173,-0.15539573130792975,-0.1620015371243118
