CHI,BAL,JAX,BUF,DEN,NO,LV,MIN,NE,PHI,SEA,IND,MIA,LAC,GB,NYJ,TEN,NYG,KC,PIT,CAR,ATL,TB,LA,CLE,CIN,DAL,DET,HOU,ARI,SF,WAS
0.14136415027022817,0.12415679480790939,0.10703140354196312,0.07231534418484392,0.06142918322576005,0.0437178267752317,0.037121520690241605,0.029310023707298485,0.026152231344766547,0.023926133049403227,0.017755839902187962,0.013681162542308884,0.008144623700164864,0.0024121515658031556,0.0011858360026950517,-0.0018442285910850523,-0.002579912437540511,-0.007323962845419351,-0.01707219649233268,-0.02076516686596287,-0.023693745223407184,-0.02429327474972425,-0.026265877762209403,-0.04048465929678563,-0.04205447168874746,-0.05175520573290904,-0.06121903255608199,-0.06555688052218667,-0.06768534541456858,-0.0811795238156141,-0.12342877302145322,-0.143421292565142
