GB,JAX,MIA,TEN,BAL,DAL,NO,NYJ,CIN,CAR,PHI,PIT,CHI,NYG,NE,SF,CLE,ARI,DET,ATL,BUF,DEN,SEA,LV,IND,TB,LAC,KC,MIN,WAS,HOU,LA
0.17288279241360857,0.17025123463291902,0.16669257891592026,0.16245003787320075,0.1621867070644015,0.13480730554820228,0.12876782960735955,0.12776718995862218,0.10312759258277931,0.10283422748809107,0.0991432498538945,0.09241955377688077,0.0907674012931693,0.08023742234689013,0.06680968615112275,0.063500637782489,0.06243013380282636,0.05942931103416371,0.057681809701190745,0.05713290451911746,0.04653083743622709,0.035568804698748915,0.014068152180302523,0.011269116934909743,0.011154118465786761,0.00918274891333963,0.006673145430315025,-8.066834280305579e-05,-0.00044564182760817306,-0.0027808084891968454,-0.016609777450651703,-0.055734227069837994
