LAC,NO,IND,MIN,GB,NE,NYG,MIA,DAL,PIT,BAL,ATL,HOU,PHI,TEN,JAX,ARI,CIN,CHI,CAR,NYJ,SF,DEN,WAS,SEA,KC,BUF,LV,CLE,DET,TB,LA
0.1511672061186514,0.13956824880176893,0.12124258654380378,0.10582485602087,0.09469142488361235,0.07139729951031695,0.0604644784861189,0.057215828901035576,0.05401287183811698,0.04954637097595259,0.04583938897715732,0.04256875428493882,0.03488051647710847,0.033349026774650285,0.024845624278546148,0.014171281914109652,0.012907174189122338,-0.006561854693994243,-0.014511397315061306,-0.014999165244812603,-0.02295610102869852,-0.02393510076017196,-0.0274877096827304,-0.03240741733696893,-0.059865424551539814,-0.06561015767366456,-0.06692594488980178,-0.07610420363917764,-0.08034221858930969,-0.08965005219707264,-0.08965989392225063,-0.12999744307458333
