LAC,MIN,IND,NO,NE,GB,HOU,NYG,ATL,PIT,DAL,MIA,PHI,BAL,ARI,TEN,WAS,CIN,DEN,JAX,CHI,SF,CAR,KC,SEA,NYJ,LV,BUF,TB,CLE,DET,LA
0.22658186199095426,0.16964678375618697,0.15896593880220003,0.1513173472875134,0.07545670056826298,0.05772923830282531,0.0570299744679518,0.05406577296890282,0.03896607789727305,0.02818479669196329,0.01592997934373882,0.005450296300917885,-0.0025868872204480586,-0.01020602120917296,-0.017716235125652437,-0.04488330690034838,-0.048618596412683034,-0.05945177170022832,-0.05957368068849001,-0.062491159464747724,-0.06678301944587295,-0.06819803009247091,-0.07711446193375264,-0.09876956226933056,-0.09891903033236496,-0.10681598060009878,-0.11824454355270875,-0.12361045290736873,-0.1363531163155087,-0.1537153910337813,-0.15842240997661391,-0.1642367298097725
