NYJ,SF,MIN,BAL,CAR,DAL,NE,DEN,GB,BUF,CIN,NO,PHI,ARI,TB,IND,WAS,ATL,HOU,CHI,LAC,SEA,CLE,KC,PIT,LV,TEN,NYG,LA,MIA,DET,JAX
0.10866076527951499,0.06996466988240446,0.06873199067259052,0.06633583701695654,0.0627737236654476,0.05222747326926615,0.03449062721908047,0.02827451437578949,0.02640010009637797,0.021497032393437806,0.020810272484075746,0.020633672347012754,0.00632348866520388,0.0027827260337565662,0.0017223891727072,-0.0008706845075457277,-0.006936166650486852,-0.007262864147318773,-0.009077922445993807,-0.022865782442638448,-0.03603591762605829,-0.03625483331635288,-0.045947336579055684,-0.0512065783727149,-0.05412153567137314,-0.056007615222845114,-0.06695406941780369,-0.06760495465181728,-0.0738764835453779,-0.08082981183121224,-0.08526158674154732,-0.10088878210217497
