BUF,CHI,SF,BAL,ARI,LA,PHI,DET,MIA,WAS,DAL,CAR,GB,DEN,TEN,KC,IND,CIN,SEA,PIT,MIN,NO,CLE,NE,ATL,HOU,JAX,LAC,LV,NYG,TB,NYJ
0.21128558837635597,0.16684267425368787,0.1495831036381495,0.1420928219155546,0.13998237752428533,0.12043212414142743,0.10786815846447159,0.10720454581221872,0.10433770359141184,0.0974574037824356,0.08942395574066224,0.07893149223855424,0.0704547068632391,0.0686567517073858,0.06561148650846683,0.06503867272157324,0.0629558901995628,0.05467957184049142,0.041038507660034376,0.0393374140911215,0.03538986419919257,0.029057252951116594,0.022148893054020666,0.02016572363532171,0.013514822117634884,-0.002971610538370001,-0.014689966800679438,-0.022610685700116567,-0.03652354705414082,-0.04313143434020597,-0.045033462263264434,-0.046724742593596186
