SF,MIA,GB,DAL,DET,BAL,BUF,PHI,TB,CIN,KC,HOU,JAX,SEA,LA,LAC,IND,DEN,TEN,NO,MIN,LV,ATL,PIT,ARI,WAS,CLE,CHI,CAR,NYG,NYJ,NE
0.17542787057344245,0.14492558774421313,0.1377247305332552,0.12334655482860304,0.1016931985248023,0.09133461930025427,0.0894341463577118,0.08739849652993362,0.07946341502175244,0.0787761195906459,0.07639937597735763,0.0745096590429227,0.05694020151021055,0.05625162485437734,0.05413544091236986,0.035864242073382166,0.016456863838296185,0.013726461307460087,0.009414536846353475,0.007031417783847171,-0.007414378377586999,-0.02320463080277564,-0.039428253763393525,-0.0476171138387416,-0.05301783884477536,-0.07560869222125541,-0.07943414897009943,-0.10547084077997398,-0.13661734835208822,-0.14259615608406703,-0.16001541964910868,-0.18715941350223997
