CAR,LA,NO,ARI,PIT,MIN,PHI,SEA,CLE,DAL,KC,BAL,DEN,IND,BUF,HOU,LAC,NYJ,SF,NYG,JAX,TEN,NE,LV,TB,CHI,MIA,WAS,CIN,ATL,GB,DET
0.20764966749512448,0.19484744727769415,0.18251526389321682,0.12970322346458235,0.11811475397658011,0.11139093567191266,0.10968972321397036,0.08789596838090925,0.08414687414272452,0.08014200157895604,0.06052492985668091,0.053611995980251036,0.04397021191272245,0.019940266442599615,0.012466534726852774,0.01126660921654063,0.006384241734601809,-0.008743165473249992,-0.02948329601432574,-0.03992717288644463,-0.04330504535765008,-0.04790152949323026,-0.0576288259249627,-0.05920652572277493,-0.07081050300733607,-0.0756120110566916,-0.09476061686433501,-0.09575534431900468,-0.11864583560971935,-0.18294497343562574,-0.2349990332272723,-0.2549312512605418
