PHI,LA,ARI,CAR,NO,HOU,BAL,LAC,BUF,NYJ,CHI,JAX,IND,PIT,TEN,ATL,SEA,KC,NE,DEN,DAL,CLE,NYG,SF,WAS,MIN,MIA,CIN,TB,LV,GB,DET
0.23085816752244945,0.21562278586272074,0.21346953792542245,0.18903227308320647,0.17647265178091293,0.16191535441444255,0.14675386618022096,0.11734900312794644,0.09690584673653162,0.09489980844727232,0.0853684368952925,0.08018063544065143,0.07613382118309298,0.06916575900583706,0.061091842729718876,0.04688296622788521,0.046486209415344114,0.04114827360417839,0.04099765077890227,0.04089840523802331,0.04007667783555659,0.02160880457031114,-0.015175663368597214,-0.0152547928099898,-0.016688978106681573,-0.03430570776048594,-0.0483357042249543,-0.07212600641757232,-0.08815147281277656,-0.11664099659448693,-0.19438461319692782,-0.21726989711756495
