MIN,KC,CLE,LA,DAL,NO,PIT,SEA,NYG,CAR,PHI,DEN,LV,SF,ARI,NE,TB,IND,MIA,NYJ,BAL,LAC,BUF,TEN,HOU,GB,WAS,JAX,CHI,CIN,DET,ATL
0.13811926501416114,0.10622562893427479,0.10172684089690555,0.09799532635718368,0.08633613846873096,0.08177433313689533,0.07190384971742025,0.06916828580860718,0.04277666918455523,0.04044269374395969,0.037537125656455624,0.03575442069252205,0.016978859832885274,0.009302727917464212,0.006583567671389831,-0.00837535014297679,-0.022222764839255928,-0.027851859299910707,-0.0346859624732776,-0.04440427506772676,-0.051926958881893324,-0.05240632990360909,-0.06454643519942946,-0.06563995057400865,-0.07085065336858415,-0.08161469694436549,-0.08860887620554661,-0.0912818231009628,-0.093666777449596,-0.12026263027650423,-0.12159363740518436,-0.17896487096933877
