DAL,BUF,KC,NO,CHI,ARI,NYG,GB,MIN,TEN,SEA,PIT,LA,PHI,NYJ,JAX,BAL,MIA,ATL,HOU,DET,LAC,CLE,SF,NE,CIN,CAR,DEN,WAS,TB,IND,LV
0.24872038502883023,0.22492704511587372,0.20723834577259012,0.16879926107843643,0.15047903892185638,0.15014158956641013,0.1347667356775009,0.1259638546669341,0.08611308638955824,0.08594889298782249,0.07692672467787046,0.07338652142657692,0.07312606912067499,0.07228726999082008,0.06903932658849249,0.06379515098874639,0.06363462628550268,0.05391876087293729,0.049300984988179364,0.04243631119770315,0.04222698355983183,0.04055193527165528,0.03716494444177415,0.023911051138310754,0.011691860573853519,0.0021344634468645207,0.0012423636465582477,-0.005350511527477758,-0.025059053875186206,-0.06139496812331249,-0.10499817621933662,-0.10518356453499156
