JAX,MIN,PHI,BAL,ARI,CAR,DET,LA,LAC,DEN,ATL,NYG,SEA,CHI,BUF,DAL,NO,WAS,NYJ,TEN,MIA,PIT,CIN,NE,TB,SF,LV,HOU,CLE,KC,GB,IND
0.061811159097475754,0.03455540485781672,0.03338214794619918,0.019275953622284722,0.01600302587789082,0.012017139617726054,0.007893956470551952,0.0018659111161820757,0.0014301909624029677,-0.0006545959083609845,-0.010498817673663237,-0.010519245957487336,-0.013150890677928205,-0.017132357055826906,-0.024423657155939516,-0.02708080201203541,-0.03281577468018804,-0.035657865861551605,-0.038337641489606375,-0.040366240991047436,-0.044222939529478575,-0.0465572378377489,-0.04746282227779041,-0.061986109610499766,-0.06468371517736711,-0.07024623620888978,-0.0743452499043681,-0.0826867837607145,-0.0841793769632707,-0.08451672886890807,-0.08817586447010294,-0.11801930393717022
