JAX,LAC,BAL,PHI,MIN,LA,BUF,DET,CAR,WAS,ARI,ATL,NYG,DAL,NO,SEA,CHI,PIT,NE,CIN,DEN,MIA,NYJ,KC,TEN,TB,LV,SF,HOU,GB,CLE,IND
0.11728180140382222,0.08013950099989668,0.06775951948137428,0.0647060059675728,0.06407298540219043,0.059959530840163255,0.05016571808530285,0.045420113903465016,0.03529585057699756,0.03184741940643476,0.030101517929031315,0.026611349507259567,0.024362311796224657,0.021720555184240264,0.015669216891316163,0.010945125104828236,0.008840958687889758,0.002393893891167155,-0.003026204858246888,-0.004783938582402815,-0.02991029204190464,-0.03677533693132427,-0.0422259628516829,-0.05195372108799503,-0.05659219999637059,-0.058261711711601466,-0.07178270552284902,-0.08832852990668968,-0.09597146552062118,-0.10937373743656792,-0.12631924741875783,-0.14211261510510176
