DAL,GB,CLE,NO,KC,JAX,NE,SF,LA,BAL,HOU,PHI,CHI,LAC,IND,TEN,CAR,PIT,BUF,ATL,SEA,TB,DEN,MIN,NYJ,LV,CIN,WAS,NYG,MIA,ARI,DET
0.22012755779506465,0.21234837212186192,0.14601112198078522,0.14280078643774252,0.14226570216365872,0.12145103171712202,0.12110651276928741,0.11415169953425615,0.10651524300450138,0.09763287221728444,0.09717774083628307,0.09595515332495227,0.09477956468234057,0.0932175238304312,0.09313528726906058,0.09207307066343101,0.08232467594088687,0.07941132270762302,0.07346899094042957,0.0728517253916612,0.06463090588166945,0.05241454769582826,0.045614571076432034,0.0375027848617113,0.0363962688434306,0.032627969394688525,0.031118143433827933,0.018655501045163086,0.008116750397235029,0.002712791978905199,-0.040425677628911694,-0.05130603751075399
