PHI,NE,JAX,NO,LA,ATL,LAC,MIN,PIT,CAR,BAL,DAL,KC,SEA,DET,TEN,TB,SF,BUF,ARI,GB,NYJ,WAS,CHI,LV,CIN,HOU,MIA,DEN,NYG,IND,CLE
0.1647656382983719,0.13003062894593137,0.10720370062316584,0.10647940181478782,0.09819089587834656,0.09341305715123985,0.08868533138744081,0.08456350369278637,0.06950015930745777,0.05218708445176793,0.041039053325618524,0.03771160070354985,0.03235341886558728,0.029600225631224324,0.013879835475197506,-0.020952035952471422,-0.022439817203842798,-0.027467427463994568,-0.0416756287052404,-0.042168553733486824,-0.043123937624157574,-0.04607881897543781,-0.04636306827099472,-0.04696114991065429,-0.05854419099582175,-0.06845177727430032,-0.07758812394610891,-0.08380050899436228,-0.08550941443572274,-0.09591576868971101,-0.1275293660923238,-0.14191733166611226
