NE,NO,PHI,KC,PIT,ATL,LA,LAC,DAL,MIN,JAX,GB,SF,SEA,TB,CAR,BAL,TEN,LV,DET,HOU,NYJ,IND,WAS,BUF,CIN,CHI,MIA,CLE,ARI,DEN,NYG
0.19201673855643114,0.13929517649497586,0.13138349035217273,0.11687014773449535,0.11605739714520667,0.10391187482490308,0.09632498476216449,0.08725514042503783,0.06479240271558526,0.05000809883496964,0.04539254152569008,0.04505192684594536,0.042778808744895216,0.04275111630915253,0.04224389797352431,0.040169944834041876,0.021763099703333802,0.019414205038576014,0.01580105890854635,0.005985879004645554,0.005098659814605597,-0.0077411774858314325,-0.009510062155153556,-0.010705202409443115,-0.01725197154930088,-0.02098895499650992,-0.029828792854827382,-0.03957756946488371,-0.05773795470284154,-0.058171579611377644,-0.08485481852736176,-0.08539652273222367
