NE,PHI,NO,PIT,ATL,KC,LA,LAC,MIN,TB,SEA,CAR,DET,JAX,SF,LV,BAL,TEN,DAL,WAS,NYJ,GB,HOU,CIN,IND,BUF,MIA,ARI,CHI,NYG,CLE,DEN
0.2227799322636666,0.15488492461890768,0.14097979419098575,0.12883254004124736,0.12586752013725327,0.10147155836436351,0.09215129333393883,0.08459551994842361,0.06633610643985292,0.03189752477175879,0.030759833836122037,0.025539646657972048,0.016681837110772764,0.011125834084371088,0.007878542649575389,0.003955067235563915,-0.015829442635696224,-0.017181335031579675,-0.01741799459601033,-0.026296092816698882,-0.028007989080102796,-0.03151983526107133,-0.04041327504094207,-0.04874973052624963,-0.05864205913572255,-0.06172374426416587,-0.06473024724621229,-0.07095190655361028,-0.09174316171989086,-0.1301355517167708,-0.14827626762003562,-0.14901514490879758
