DET,LAC,SEA,MIN,PIT,NO,DEN,PHI,DAL,CHI,GB,CLE,HOU,SF,BUF,NYG,TEN,IND,LA,ARI,NYJ,KC,TB,NE,MIA,LV,BAL,CAR,ATL,CIN,WAS,JAX
0.14208489830311613,0.13919774260649453,0.11052215501265378,0.10292311072892357,0.09684856155153033,0.08898131484196573,0.0888685654466196,0.07769458544472971,0.07369651948087456,0.07322485188713339,0.07141448785084677,0.06823115870309306,0.05472456446542562,0.04663961989355705,0.04553780852558198,0.0439877459665223,0.03224139560981714,0.03205989256035951,0.008649174866452392,0.0031263002004743023,0.0024214064587468748,0.0022159653777457447,-0.010511621763973127,-0.016883827400965362,-0.017471956214604456,-0.021398769881351996,-0.030630272370360576,-0.047565856979747814,-0.051944326120525845,-0.060949347208565596,-0.07350758129867316,-0.11713760181714594
