BUF,PHI,WAS,BAL,KC,ARI,DET,GB,TB,JAX,CHI,NO,SF,NE,CLE,CAR,IND,CIN,DEN,ATL,LAC,LA,TEN,NYG,NYJ,MIN,SEA,PIT,HOU,DAL,MIA,LV
0.19489858325568127,0.16596270926347667,0.16542590564757606,0.15728476436003574,0.11676844532098249,0.09298506325019536,0.0923353650400195,0.08684352105144141,0.0834289405668335,0.06146039549574942,0.060898297611029446,0.04872555337067032,0.04845919465799058,0.04361409468775841,0.032960573188081134,0.030153650307887397,0.02933262065263624,0.025486585256176954,0.00887012662560048,0.0019031262615550881,0.0018327264831751733,-0.0012664085028848832,-0.003978173285685324,-0.0173129478839492,-0.017473446542863758,-0.02235791705815965,-0.036860271207763265,-0.03838403028683808,-0.0407910425159918,-0.06865064692878807,-0.1435795368531767,-0.18038395219959297
