DET,BAL,CIN,GB,WAS,BUF,PIT,ARI,TB,KC,ATL,MIN,LA,MIA,JAX,NYJ,SEA,LAC,HOU,SF,DEN,IND,PHI,LV,DAL,CHI,NO,CAR,NYG,CLE,TEN,NE
0.1209621702322487,0.11656976835908456,0.09333404003988477,0.07642291358363115,0.07626553450155522,0.06254312119304015,0.0421645948943864,0.030195077264635464,0.029155043560863625,0.025166416652312652,0.021720451288782503,0.010854211830469807,0.0083728482528806,0.0029539156818314816,-0.011925486629081865,-0.01843500651868518,-0.025585120141768673,-0.028592758391202552,-0.02903783183423031,-0.037540643378509445,-0.03953509528664268,-0.07367265333114692,-0.08984140958364681,-0.09477744782780713,-0.0959379256962379,-0.10989450962601133,-0.1171984399051306,-0.1459257485353175,-0.16003809182404014,-0.16380310170984444,-0.1775220237080371,-0.18282407270285386
