BAL,BUF,WAS,DET,CIN,GB,KC,ARI,TB,JAX,ATL,PHI,LA,PIT,MIN,SF,NYJ,LAC,SEA,DEN,HOU,IND,MIA,CHI,NO,DAL,CAR,CLE,NE,LV,NYG,TEN
0.12629126792928974,0.10594984620047357,0.10413013831208892,0.10041403310884828,0.0796410407764194,0.07440318883748923,0.05515052470426671,0.04950368398656711,0.04585212029996045,0.013615986509524496,0.013283622520438269,0.009551139475889897,0.004804644356928307,-5.39845216352558e-05,-0.0014007897688666157,-0.0095820442176076,-0.0104754580388171,-0.022389625562013016,-0.02422071283494172,-0.02451721110303389,-0.02970671639732901,-0.04006204636316841,-0.04329909648849115,-0.05338537487671493,-0.06070450648502605,-0.08224137178120228,-0.08954695902685073,-0.10638778495406756,-0.10688636052330291,-0.11085216462155037,-0.11479241813246757,-0.11947745126810608
