MIN,BAL,PHI,LV,PIT,LAC,TEN,CLE,IND,GB,DEN,KC,HOU,DET,MIA,WAS,BUF,SEA,CHI,TB,SF,ATL,JAX,LA,NYG,CAR,NYJ,NE,ARI,CIN,NO,DAL
0.09526759964289332,0.07051999898996043,0.061372299005139776,0.023488669150669578,0.02076317617477824,0.019463792553722742,0.007106800302213508,0.005511754698762306,0.00302902147897377,0.002856381597357238,0.0025741673570097157,-0.004571319954504424,-0.0060002003692787576,-0.010362702271132208,-0.013406016021188183,-0.01663210731250038,-0.016947500495886503,-0.02723610312164277,-0.03291368763119884,-0.051743414280422007,-0.0592863596273932,-0.06377731765309404,-0.06833699486637304,-0.0811933482861027,-0.089831308267254,-0.102106261180326,-0.1029973329441572,-0.10383968784920007,-0.10673016142292839,-0.11017129947984616,-0.1415916998517202,-0.15981294119505185
