DET,BUF,GB,BAL,MIN,PHI,LAC,PIT,KC,WAS,SEA,DEN,TB,ARI,CIN,HOU,SF,IND,LA,CHI,ATL,NYJ,NO,CLE,MIA,JAX,DAL,TEN,NYG,LV,NE,CAR
0.19251434826410485,0.13180326405313597,0.11993749971744044,0.11792064967703815,0.09158260361364587,0.08099384428280523,0.07723565886925476,0.07143275414409789,0.05374934922332804,0.053745092760702065,0.041359702020027284,0.03579469136235904,0.021742727178803996,0.018351202102044755,0.0032459985730065033,0.003204115280100242,0.002283317924036167,-0.013257956075970571,-0.013623956295173063,-0.017562876127698572,-0.04081117543125023,-0.04168391912386182,-0.04667140020706057,-0.05845848775769971,-0.06031255805968684,-0.08359867358177192,-0.08842063246844852,-0.09295691221272459,-0.11519503539359971,-0.11549925438434555,-0.14839713905563462,-0.15165064252455754
