QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
P.Mahomes,257.8249255857557,0.29979642509971594,0.1585639148743885
J.Hurts,160.5469660722205,0.20143910423114242,0.10527669906375114
J.Allen,141.41452055089985,0.17058446387322057,0.09620035411625841
J.Garoppolo,81.00838978987292,0.23211573005694247,0.09322024141527378
T.Tagovailoa,84.61484918168036,0.1892949646122603,0.08759301157523847
J.Burrow,126.90765527514401,0.1462069761234378,0.08027049669522075
D.Prescott,80.64839823448379,0.1487977827204498,0.0677148599785758
J.Goff,93.40274721102526,0.14526088213223212,0.06724459842406426
B.Purdy,51.74611073111372,0.18546993093589145,0.05429812248805217
L.Jackson,51.27114644910684,0.1100239194186842,0.053296410030256584
D.Jones,76.1733189716386,0.10363716866889605,0.051853859068508236
T.Lawrence,77.90666425888827,0.09949765550305015,0.0509526908168007
S.Darnold,22.302364329815433,0.1267179791466786,0.04755301562860433
J.Herbert,65.08935621423228,0.07730327341357754,0.04212903314837041
J.Brissett,37.765908456786576,0.08467692479100129,0.03200500716676828
T.Brady,44.1854108077474,0.05090485116099931,0.02816151103106909
D.Carr,32.17305310014356,0.05755465670866469,0.02710450977265675
M.Mariota,25.04316538842065,0.060055552490217386,0.025791107506097477
K.Cousins,38.66376911869192,0.05034344937329677,0.025188123204359553
G.Smith,32.899226257062686,0.04482183413768758,0.022751885378328274
R.Tannehill,17.934114821937598,0.045518057923699486,0.019751227777464315
A.Dalton,19.46276031888664,0.044741977744566994,0.018326516307802864
M.White,3.9467740206688657,0.02077249484562561,0.011308808082145747
M.Trubisky,3.3953164380838525,0.01601564357586723,0.006310997096810135
K.Pickett,4.324871610345417,0.009104992863885088,0.0039424536101599055
K.Murray,-1.0454409150468393,-0.0021077437803363698,-0.0010878677575929649
A.Rodgers,-2.4635687969853137,-0.003999299995106028,-0.0018635164878860165
J.Fields,-7.266747527679712,-0.013432065670387638,-0.0063354381235219805
J.Winston,-1.9751554508950921,-0.014850792863872874,-0.007964336495544726
D.Ridder,-5.340687092291423,-0.03814776494493874,-0.01623309146593138
C.Rush,-11.09775613218023,-0.06234694456281028,-0.017394602088056786
T.Huntley,-7.912551110685447,-0.038787015248458075,-0.018106524280744732
T.Heinicke,-16.39126752773629,-0.053566233750772185,-0.02139852157667923
M.Jones,-29.107876128695974,-0.054817092521084694,-0.02717822234238653
R.Wilson,-34.24027093459293,-0.05754667383965198,-0.02761312172144591
M.Ryan,-31.530223151808244,-0.05904536170750607,-0.03067142329942436
D.Watson,-15.306962240765793,-0.06772992141931768,-0.032847558456578954
M.Stafford,-27.299006541520647,-0.07912755519281348,-0.0391103245580525
Z.Wilson,-34.90025585153937,-0.11911350119979307,-0.05117339567674394
C.Wentz,-35.85487631775496,-0.10607951573300284,-0.05241940982127918
D.Mills,-62.276508385955495,-0.11405953916841666,-0.053456230374210725
J.Flacco,-25.116492419364896,-0.12312006087923968,-0.05721296678670819
B.Mayfield,-54.602506452898226,-0.1351547189428174,-0.060872359479262235
S.Thompson,-58.67475903192858,-0.32963347770746393,-0.0869255689361905
C.McCoy,-31.69932315360299,-0.19936681228681125,-0.09434322367143747
S.Ehlinger,-36.1635456268199,-0.27396625474863556,-0.1159088000859612
