KC,ATL,NYJ,LA,LAC,NE,PIT,IND,MIN,DET,NYG,SEA,PHI,BAL,DAL,TEN,CIN,DEN,LV,GB,JAX,ARI,HOU,CAR,BUF,WAS,NO,CLE,CHI,MIA,SF,TB
0.23296070023116106,0.21981249143496254,0.21909249654735166,0.15156633101007783,0.13148127469217882,0.12747029793083903,0.1251377998627073,0.11906367492869677,0.11699562025579852,0.10800551060635143,0.10696299167662718,0.0980579415283775,0.09703039600813819,0.08281387390211153,0.07602388534110771,0.06958688738707702,0.06692496311059494,0.06628388807488489,0.06216462667754119,0.05235878109288333,0.04216580221323431,0.03200771859379936,0.026213405449246482,0.017854668311398897,0.005852172799343552,-0.019534934095672155,-0.023393051785321126,-0.034690607924461186,-0.04005530500254453,-0.04088057362325126,-0.055182359336217346,-0.08035073056257845
