NE,IND,PHI,LAC,NYJ,PIT,BUF,BAL,DEN,KC,CIN,MIN,ATL,GB,CAR,TB,JAX,HOU,NO,WAS,SEA,LA,NYG,CLE,ARI,DET,MIA,TEN,LV,DAL,CHI,SF
0.19255098131626425,0.14264924872558188,0.12345269097543138,0.09615697026663675,0.09447569478512002,0.08512945338417605,0.07940684461522614,0.06299730159083086,0.05907918512371153,0.044455128388807205,0.027593706938764083,0.008476714947556446,0.007931564755182474,-0.0001563822626217265,-0.0034991455878874977,-0.014883097592319705,-0.020264760812591202,-0.02131014851838362,-0.024272532684366528,-0.02468427018915033,-0.027320736562898976,-0.0487845250156278,-0.04933963615519335,-0.04982461242370392,-0.052048319032208815,-0.059477868125153655,-0.05953108256535804,-0.0763934395846596,-0.08301825622515674,-0.0896511001787002,-0.10367161533051354,-0.14739243116996853
