IND,NE,LAC,MIN,GB,KC,PIT,PHI,CAR,NYJ,BUF,DEN,SEA,LV,LA,CIN,DAL,NO,CLE,TB,TEN,HOU,NYG,JAX,SF,BAL,ARI,WAS,DET,MIA,ATL,CHI
0.19915139179550645,0.15516485444490288,0.13139254356066538,0.11530163151233214,0.08401291561148927,0.0653635894021751,0.04599610815344646,0.005007633383349502,0.002889771449143208,-0.01023978100870717,-0.013712107824100421,-0.019661353378601337,-0.024551525479606096,-0.037971911908926126,-0.04138179645300589,-0.04371224561166281,-0.04632748447237841,-0.0532548849578422,-0.05841897899431561,-0.07968791964554356,-0.08556250339304793,-0.0883857915454262,-0.09829572077139836,-0.11306004244676231,-0.12710196562383846,-0.14661412057428275,-0.15731296338686535,-0.15777537428655725,-0.17064154923368569,-0.1899520779765013,-0.1918992127767053,-0.3131459437864428
