BAL,CHI,BUF,WAS,PHI,MIA,NE,TB,DEN,ATL,JAX,ARI,PIT,CIN,HOU,NYJ,DET,NO,CLE,CAR,LAC,NYG,IND,SEA,TEN,SF,LA,GB,KC,DAL,LV,MIN
0.1310690803278424,0.11639037862644121,0.09197503841415637,0.08615154331082613,0.0807227410294036,0.0753131475992193,0.06361217770467478,0.05827928937310835,0.056224754637429035,0.0430811009520449,0.040030214985891266,0.03834645453529377,0.03287876503063286,0.03258247090177027,0.03206440797045341,0.026498489510449648,0.017210061829825384,0.01389644033167102,0.004500419835751116,-0.016205981105493695,-0.021228986821281298,-0.021486231970815853,-0.03381787896146727,-0.045555043921390106,-0.047268824022124595,-0.05032944980971869,-0.07561191802922636,-0.07710753285995782,-0.0773397986425776,-0.08570133960333852,-0.09002529418069377,-0.11572849015082033
