IND,NE,MIN,KC,LAC,GB,NYJ,PIT,PHI,LA,SEA,CAR,LV,DEN,DAL,CIN,BUF,NYG,TEN,ATL,NO,HOU,CLE,JAX,BAL,TB,DET,ARI,SF,WAS,MIA,CHI
0.17646712768704914,0.12893880361158946,0.12420520509837678,0.12179492703138481,0.11738595708791805,0.0769511505973361,0.06797720527467038,0.052250688353543184,0.042729949946027766,0.026827393013598554,0.01823430735849113,0.012706835517606197,0.007007037955537034,0.0028544304862824985,-0.0039497605753616785,-0.004988763963006189,-0.012568193798930233,-0.027853404184377494,-0.029124615562535015,-0.035149536196862424,-0.03816897301603755,-0.05337455648883703,-0.054325032259455036,-0.06029497579848247,-0.06807177873701153,-0.07316238696542805,-0.07668792995497904,-0.09039477356750258,-0.09706298136024985,-0.11083581349997645,-0.13484423016457733,-0.22006199395695475
