CLE,KC,NYJ,NO,BAL,CIN,DAL,JAX,LV,SF,DET,PIT,GB,NYG,TB,MIN,PHI,ATL,CAR,SEA,BUF,MIA,IND,LAC,HOU,NE,ARI,DEN,CHI,TEN,LA,WAS
0.17727073088327167,0.08894978910480866,0.08140265313738589,0.07505627853388905,0.06273137828948827,0.05842721074848801,0.05765960653923911,0.05627957960097919,0.05198418947439636,0.026099069854701326,0.01910506687799892,0.009971905973140356,-0.001602442407001227,-0.006940891758378531,-0.011838219768293315,-0.012129842859257726,-0.02642156380750104,-0.040210991994944045,-0.041714837118668566,-0.04329190241442096,-0.05251391411826462,-0.056754109357701484,-0.06133165622077129,-0.06377931348321905,-0.07110338596071741,-0.07938731733069414,-0.08726864893086748,-0.09805808541968272,-0.10278890628012834,-0.13253928916198524,-0.14113701727080608,-0.17266724651124493
