BUF,BAL,PHI,LA,CHI,MIA,ARI,WAS,SF,DEN,SEA,PIT,LAC,DET,NO,DAL,CAR,TEN,CLE,ATL,IND,KC,MIN,CIN,GB,NE,HOU,TB,NYG,JAX,NYJ,LV
0.21588772245513282,0.17382346187236764,0.15512634336964254,0.15086424314626104,0.14881088684178712,0.12613537007195075,0.1186202487428983,0.1147568532888544,0.11374556973703476,0.11021544344544668,0.09905238096722123,0.07689743726157722,0.0741177242833051,0.06492465401157424,0.06212226499938779,0.06067477734303174,0.059350507532707264,0.057954485575369724,0.05353477715426496,0.0421353833434856,0.03720488182731438,0.034208527514877796,0.031767727547588984,0.029143708587936995,0.029111216938157977,0.01128533617872525,-0.014764784122858504,-0.024904929152518768,-0.02772611595660246,-0.04046780154372154,-0.06660090952571526,-0.0837730294883508
