SF,LAC,PHI,DAL,MIA,HOU,DET,BAL,KC,JAX,MIN,BUF,TEN,SEA,TB,DEN,IND,CIN,GB,LV,WAS,LA,NO,CLE,PIT,ARI,ATL,CAR,NYJ,NE,CHI,NYG
0.21039615239676326,0.15527717214325937,0.14835676568097222,0.13974462775809535,0.13442873275220257,0.13385958188064334,0.09825648539953356,0.08781654064595007,0.0759056846715892,0.07143250015251441,0.06756090392781171,0.06299721391742659,0.062138311612989945,0.061036299546361965,0.06031706632468081,0.04509739744526655,0.030520673530970273,0.016283431307091853,-0.003457384999454534,-0.016950292315285498,-0.04165534064837006,-0.042847126321789664,-0.05267029405283301,-0.053419536976354,-0.05607473302692758,-0.06328665237117073,-0.07430111968945552,-0.09627684166309658,-0.14275502105840202,-0.14329593879278985,-0.14834915925679226,-0.1797356910888246
