ATL,GB,DAL,NE,WAS,PIT,IND,NO,CIN,DET,KC,SEA,TEN,BUF,PHI,LAC,LV,MIA,TB,BAL,JAX,ARI,MIN,NYG,CAR,DEN,CLE,CHI,NYJ,SF,HOU,LA
0.1834173404115844,0.11361240962561048,0.09772105711773138,0.0914446292773873,0.088123612273585,0.07515652001962388,0.0733147167763144,0.0727924507659401,0.04708149488794082,0.046334152830583245,0.0322928106016948,0.029335688977916493,0.024936259374510154,0.023476373592384657,0.011734566965512182,0.004963151902217848,0.004269626874671187,-0.014779668305840241,-0.014931311764824933,-0.0193825357072839,-0.02155364970670342,-0.02509472908596165,-0.026570825777556546,-0.02698078596842301,-0.03355978381568328,-0.03774954383048745,-0.04684876368281503,-0.06273726074032254,-0.07715919922535443,-0.08254660337304033,-0.09794404955680004,-0.13198159367942647
