NE,ATL,DAL,KC,SEA,GB,DEN,PIT,PHI,BAL,MIN,ARI,WAS,CIN,LV,IND,TB,NO,CAR,NYG,BUF,LAC,HOU,TEN,DET,MIA,JAX,NYJ,CHI,CLE,LA,SF
0.1675861323124786,0.14608919318845165,0.09633414994490434,0.07345027382477949,0.06438073783045421,0.05917400697491424,0.05271944062282427,0.047132039415561634,0.04662155102678124,0.04358040270596755,0.029867734500979605,0.026041952659371814,0.018286567993371652,0.007829910049362898,0.0074489466684111855,0.00200828504438387,0.001877914812755047,0.0017691485889893277,-0.00156328639572699,-0.005060711517780869,-0.00799263083349476,-0.009093275676493186,-0.010602608392810381,-0.01887581220831632,-0.029273229137095402,-0.05002339249446924,-0.06826019422957277,-0.08000181183233154,-0.11398317911129947,-0.13822412473314755,-0.140651757526809,-0.14614047744418607
