BUF,DAL,WAS,ATL,CIN,GB,NYJ,PIT,NO,IND,TEN,SF,KC,SEA,CAR,MIA,DET,BAL,ARI,CLE,PHI,LV,LAC,NE,CHI,HOU,JAX,TB,LA,NYG,DEN,MIN
0.2329382836791859,0.19612083376581596,0.1476886582024801,0.13725509117650753,0.1363727878745415,0.133516118546321,0.12622732242369172,0.1120065402299186,0.09882016343304799,0.09506271874686872,0.09223272878542806,0.08919553770083571,0.07799652272257648,0.07628031431928603,0.07282139966376375,0.07166107513208564,0.0708022484036745,0.0705694291265635,0.06551234989169392,0.06496339035861466,0.06231426586240056,0.06154654113233177,0.05740977388603401,0.057157541894690175,0.05320203880664437,0.03654701519379919,0.036297397939320436,0.004368624742651761,0.001317601215568176,-0.003929428923719225,-0.012326719345052167,-0.1219654088864787
