ATL,NE,GB,IND,PIT,WAS,DAL,NO,DET,KC,MIN,CIN,SEA,TEN,PHI,TB,LV,LAC,NYG,DEN,JAX,MIA,BAL,ARI,CAR,BUF,CLE,CHI,HOU,SF,NYJ,LA
0.21040761883908818,0.11982757333793828,0.09879434604351951,0.06203110653219002,0.061256050281457905,0.060663187958895984,0.06036455502687189,0.056119697571639635,0.028139364626777477,0.014996798973778591,0.010559621613060299,0.009815193408583764,0.00974817178839818,0.0005516266049542806,-0.010081952960108503,-0.016845076412050033,-0.020665180544605463,-0.02168899671392316,-0.03659896620289074,-0.04789852694060917,-0.048306667325026365,-0.051795874884480494,-0.06207479502986513,-0.06907460634053483,-0.079361387981909,-0.08345177887172206,-0.09667718894278546,-0.11367936571287268,-0.15710754657178697,-0.16287051211614223,-0.16607073999988753,-0.1925864065414607
