IND,SEA,LA,HOU,JAX,GB,PHI,DEN,DET,WAS,NE,TB,PIT,KC,BUF,SF,ATL,BAL,LAC,ARI,MIN,CAR,DAL,CHI,CLE,TEN,NO,LV,MIA,CIN,NYG,NYJ
0.14518797628689262,0.14403130287646382,0.11819091409253422,0.10795672500109495,0.1068134675470261,0.08922613556977702,0.07668297448367026,0.06399492422430351,0.06295082925425768,0.06268965919659114,0.0540204603391712,0.04770060410535561,0.04374842011814843,0.041268761785777194,0.030655046857128762,0.018632996202837177,0.010335145646601589,0.006839394800799495,0.0008972057070062919,-0.028123138028723047,-0.045076200628388255,-0.053345916400477526,-0.05494179405452085,-0.08117052776177597,-0.08950739905674135,-0.0951164361188842,-0.09660092360725481,-0.09969775643435094,-0.10994826261075995,-0.1114966240229582,-0.1304490727556907,-0.15314959072793294
