IND,BAL,SEA,WAS,DAL,BUF,DET,KC,PIT,GB,JAX,TB,DEN,LA,MIA,PHI,NE,SF,ARI,ATL,LAC,HOU,MIN,CAR,CIN,TEN,CHI,LV,NYG,NYJ,NO,CLE
0.12421484773240012,0.09478204407464517,0.08980741337840675,0.0833559557146778,0.07797204501230617,0.060494547192585735,0.05981536567999422,0.05471236694794232,0.04719251017808899,0.03327218558436254,0.02500757283451588,0.021466090410142913,0.016188388248239496,0.011769941765224945,-0.002206105949737483,-0.009756292260918373,-0.015432898338712059,-0.01605745037960212,-0.033264022847711974,-0.04196429966385572,-0.05136951098837655,-0.05756057915709052,-0.0830027474110884,-0.08416372103007591,-0.09017327335248819,-0.091992512163736,-0.09507743632873583,-0.10592831123259286,-0.1102044553627605,-0.11809437372588276,-0.13861692648121487,-0.1672907914543597
