HOU,LA,JAX,MIN,PHI,ATL,LAC,CAR,IND,NO,CHI,GB,CLE,SEA,DEN,NE,TB,SF,BUF,PIT,KC,TEN,NYG,ARI,CIN,LV,WAS,DET,NYJ,MIA,BAL,DAL
0.26158396734183936,0.16004295679960565,0.14515068748154916,0.13787013524279823,0.13563744310197834,0.09756500000029711,0.09740464520236135,0.07735432920206867,0.07585191473314101,0.07095928491913772,0.06478582554770193,0.05238600332559774,0.04913851121328609,0.04771688189065324,0.044913598745244004,0.0421915847181351,0.041379823690292014,0.036341697782850194,0.03631570522445999,0.03330448487191762,0.03294085613335396,0.02109338674124113,0.013748031476047019,0.012070754241354106,-0.0010318570813235145,-0.026102005367828474,-0.027736669329060788,-0.03285103308609426,-0.06082384312868977,-0.06581335656705478,-0.07732578693935697,-0.14034379451697362
