SEA,IND,DET,BAL,PIT,LA,WAS,DAL,NE,KC,BUF,TB,GB,DEN,JAX,SF,MIA,ARI,ATL,PHI,LAC,HOU,LV,CHI,TEN,CIN,MIN,NYJ,NYG,CAR,NO,CLE
0.1782813090966881,0.11345667584963373,0.0971368194145868,0.08881216381433563,0.059467747906829356,0.056732189087373625,0.0528596795826175,0.052306664433588085,0.03323701474547819,0.025026402074845383,0.023347789818811526,0.00046658324177451665,-0.0031737612230222367,-0.00328464345986422,-0.004931483025774893,-0.016045772438393627,-0.020218560687404893,-0.07308414524011542,-0.07533594204645559,-0.08050354462952154,-0.09953528506279319,-0.10320283444043576,-0.11630638998921292,-0.11662859138042536,-0.1237047997404127,-0.12987709134365566,-0.1355400008054004,-0.13618791146376608,-0.13621072204745432,-0.16255710035212073,-0.2130316126177548,-0.26284377275451004
