CLE,NE,DET,GB,SEA,LV,DEN,ARI,SF,TB,LA,WAS,NO,PHI,NYJ,ATL,LAC,HOU,CIN,TEN,JAX,CAR,PIT,CHI,IND,BAL,NYG,KC,DAL,MIN,BUF,MIA
0.1457075051275267,0.13829303376324287,0.10444999420448178,0.09366959037523659,0.0824990959447183,0.0783709871220048,0.07198860105883415,0.03602063774792502,0.029837985747967213,0.019031479444028068,0.0028723331573595225,-0.012484845351253007,-0.01753000979859664,-0.018875858058370838,-0.028876344837719493,-0.038055766843953426,-0.03985350194843151,-0.04912578826713078,-0.05656472710211312,-0.06118245706408407,-0.06806715847483308,-0.07436602429743128,-0.08031173843726201,-0.088835773848489,-0.09656968700797022,-0.09826547406540959,-0.09879019431842995,-0.10842993971384685,-0.11626155405048555,-0.12331342552207811,-0.16876380916050288,-0.18914860014482063
