IND,WAS,BUF,PHI,GB,KC,DAL,BAL,CAR,JAX,CLE,TB,DEN,LAC,ARI,PIT,ATL,HOU,DET,NO,MIN,CIN,MIA,SF,TEN,SEA,CHI,NYG,NYJ,LV,LA,NE
0.16292717608684673,0.14611562494101127,0.14016854569829862,0.1312205141915239,0.12082847892829547,0.10540479058950676,0.1054012903688097,0.09643707887077668,0.08149853009040581,0.07754918281012456,0.07263567005673122,0.05499715235195331,0.05020738334921112,0.0436672590195302,0.040837008258581206,0.036164385521269556,0.025503716472849516,0.02420179190848507,0.023277760559804718,0.014431824115971048,0.010185963924035354,0.007702537709407514,0.0009268591250330624,-0.018892890840642967,-0.022708514076300576,-0.03761331050480399,-0.04790922991458592,-0.06484514900416528,-0.08510250340009852,-0.09080959455033435,-0.10407504507408122,-0.12205149233436896
