MIN,CLE,LAC,DEN,DET,CHI,PIT,PHI,GB,KC,HOU,IND,NO,SF,MIA,SEA,LA,BUF,NYG,TB,TEN,NYJ,DAL,LV,BAL,NE,ATL,WAS,ARI,CIN,CAR,JAX
0.12424519612852616,0.090119377078301,0.08042051341717252,0.07713009993988443,0.07267287544334951,0.06988542565591789,0.057532453512003465,0.049731613369643636,0.03711065596759639,0.023758004572493628,0.018265436505655618,0.016659975328719673,0.01292853383030276,0.01168957180153167,0.010586447562570215,0.002236710860029645,-0.002961741761581366,-0.007643461759679233,-0.00934910873915637,-0.010746494315502092,-0.013111220725542827,-0.02014983731263901,-0.02812932653729299,-0.03099637590006838,-0.041622842759024434,-0.04729733470393299,-0.05381661571267841,-0.058502972142985686,-0.0674319541977933,-0.07827427371799801,-0.10926135637046194,-0.11148105077134288
