CHI,CLE,DEN,DET,MIN,LAC,NO,NYG,PHI,PIT,GB,HOU,SF,SEA,DAL,KC,NYJ,TB,BUF,LA,IND,MIA,LV,TEN,NE,ARI,ATL,WAS,CIN,BAL,CAR,JAX
0.12416571281505195,0.12009369575710384,0.11782263090869906,0.11621445157979499,0.11592461295507872,0.09337210004394911,0.09062592404669635,0.06239353966552143,0.061882859472463365,0.05602572345415184,0.042912627548730695,0.03992128159606375,0.03344490942470811,0.032459508005992996,0.030642972566772127,0.028510081421274022,0.024744345087047002,0.012306298827997011,0.01212266990893518,0.008001073045827228,0.0070608995943789235,-0.005051487378185712,-0.006692701698173433,-0.009671668440495971,-0.02779238589948462,-0.049660107998455674,-0.05355140418272443,-0.07282671496724243,-0.07785141319433428,-0.08095828301050056,-0.11732258613341423,-0.14405648166293555
