DAL,CLE,PIT,NO,BUF,SF,NE,ATL,WAS,IND,CIN,MIA,DET,JAX,PHI,ARI,GB,BAL,LA,NYJ,CAR,TB,KC,MIN,HOU,NYG,LAC,TEN,CHI,DEN,LV,SEA
0.17735622108188828,0.16728701057827122,0.14178236571486286,0.13793219742256535,0.1258072849845894,0.1245678900357723,0.08427101548358057,0.06935913870594224,0.05277035710979613,0.04804852051584603,0.03942893298545508,0.03384588435542461,0.02998285362196766,0.01679496472195462,0.011980005184726342,-0.015915402958533213,-0.01737041646963229,-0.024630970174951,-0.029057400956474758,-0.04595393483061684,-0.04619156330491684,-0.051026081758789935,-0.05494070557204196,-0.06422314168308285,-0.07738722187817086,-0.0796407988572046,-0.12132655788607662,-0.1657224042102951,-0.18295010051278357,-0.2049437274196508,-0.24966428714089053,-0.2855361439309986
