SF,DAL,BUF,MIA,CLE,PHI,DET,GB,LA,ARI,BAL,IND,ATL,KC,NE,TEN,NO,NYJ,MIN,CIN,LAC,JAX,PIT,HOU,TB,NYG,WAS,CAR,SEA,LV,CHI,DEN
0.2067110941331105,0.18784709452420598,0.15146874056476484,0.14441396037514725,0.1367343661350458,0.10440771321795941,0.05891576528879052,0.041101770794455164,0.03865155632549776,0.03283235449675172,0.025829928228549348,0.025195012032008496,0.01547205264246046,0.012808582082995457,0.011925437849377787,0.007598472235345051,-0.006587683438317886,-0.006743382738753814,-0.013223233030448145,-0.017503021377172627,-0.021955064831246776,-0.02984623441233486,-0.04282001282710311,-0.044233122080147916,-0.04752497261143166,-0.09104555772566172,-0.0922562663328162,-0.11054083699786954,-0.116145796333917,-0.12383878713835068,-0.18760880831063406,-0.19402914501143592
