IND,BUF,KC,DAL,GB,LA,SEA,SF,BAL,DET,JAX,NYG,NE,WAS,PIT,CIN,TB,MIA,PHI,DEN,CHI,ARI,LAC,HOU,NYJ,ATL,CAR,TEN,MIN,NO,LV,CLE
0.12760864322356277,0.10157457438957943,0.08423882435379272,0.07334553376070911,0.05148103740098639,0.04620557177310996,0.045247281902944414,0.04369982395013214,0.03415348415263701,0.032910394245462965,0.02455414358461435,0.024055379463697915,0.021631509305011606,0.01023090796647464,0.006752700660165173,-0.010714417017980388,-0.011727308882337622,-0.016963303828469358,-0.025875512922605926,-0.02968934087208814,-0.036026034499346604,-0.038941013930387625,-0.04027963968909623,-0.043428134226136214,-0.05017741494354557,-0.07232735686947324,-0.07333395260902996,-0.08853517998065204,-0.10707453398374392,-0.15993406051886153,-0.16104496276374794,-0.19025800176556718
