SEA,GB,LA,IND,BUF,DAL,KC,NE,SF,DET,BAL,NYG,PIT,WAS,PHI,JAX,MIA,DEN,NYJ,CIN,ARI,HOU,TB,LAC,CHI,TEN,CAR,ATL,MIN,LV,NO,CLE
0.11567882446379779,0.0891336080489486,0.08367650805562235,0.08308425296208716,0.08199075799097362,0.08129453937594627,0.0792603245771151,0.07506292336807066,0.06636649685407568,0.026823160842836563,0.00013264002438664185,4.34118946631562e-06,-0.010784666239990998,-0.021619073991705588,-0.023238875074170072,-0.02793201990063194,-0.02827600924632946,-0.051508027289309324,-0.06037562840742727,-0.06179822262920985,-0.06285805545650966,-0.0708142162282437,-0.0710694543515242,-0.0799135609785213,-0.08064716194904784,-0.10903553802653204,-0.12290922500659185,-0.12363035733859652,-0.1577614314477746,-0.1722899278513379,-0.18886013692321424,-0.28573374017976005
