IND,BUF,JAX,TB,CIN,BAL,KC,NYG,WAS,CHI,DET,DAL,PIT,LAC,ATL,CAR,HOU,CLE,DEN,MIA,ARI,SF,MIN,GB,PHI,NYJ,LA,TEN,SEA,NE,NO,LV
0.21124807512520566,0.13680117642381057,0.12040309950966849,0.10298485897271223,0.10283078581857877,0.0945475218283393,0.08947679240466447,0.0713812211263026,0.07094607019315241,0.04182072029203125,0.040754544752683516,0.03477494855181741,0.03406534126232512,0.0327298593159222,0.019523549330563227,0.018283804957642463,0.01081126189413767,0.006573435684460602,0.003725361042073427,-0.0014260823498465358,-0.0018897641775761573,-0.003112084554532338,-0.004556467955009601,-0.006867071528707155,-0.026776974106061287,-0.02701218619126202,-0.03049737409687349,-0.05648980986367935,-0.05756368570179971,-0.06835779244276714,-0.10294807688396312,-0.154927367719485
