LA,SEA,IND,KC,HOU,DET,BUF,PHI,DEN,JAX,GB,TB,NE,PIT,BAL,SF,ARI,LAC,DAL,NYG,MIN,ATL,CHI,WAS,MIA,CAR,CLE,NYJ,CIN,TEN,NO,LV
0.1664443246630812,0.15630009558140762,0.13800335622875548,0.11971390222251113,0.10107766335004571,0.0768145750911037,0.0675543580249847,0.06352868315803499,0.05320475992226397,0.05060521250685065,0.04836299661655765,0.0325520986595781,0.030786035807022168,0.02095835303080946,0.010449206606025864,0.008582503642685722,-0.004185484116754429,-0.012181950054490735,-0.02998846750968183,-0.03358189048850943,-0.03510982219121514,-0.04928325496763639,-0.05469690537928417,-0.055958315682508274,-0.06666631677063348,-0.07654146411429556,-0.09257606663729294,-0.1096793697366022,-0.11263089046231484,-0.12009782477289573,-0.13430723656208124,-0.13915024497356585
