LA,WAS,IND,TEN,MIN,LV,CAR,JAX,DEN,GB,KC,BUF,NYJ,SEA,DAL,NYG,SF,DET,PIT,NE,LAC,BAL,CHI,CIN,MIA,CLE,NO,ATL,TB,ARI,PHI
0.16371965733024413,0.11488301528264423,0.10601489601796638,0.0992510126666363,0.09343990219968265,0.08512853515762951,0.08172301069817056,0.07380339301119272,0.06265024073022236,0.05711294344172394,0.04233895573017686,0.03762381509351873,0.033507162062429374,0.028920241041143872,0.01451658515108573,0.011771726027538267,0.009660460365404612,0.008073279489536858,0.007741286092261792,0.0014565791958109642,-0.00015601518497257438,-0.008097425792361529,-0.011371418372032358,-0.013994431044618866,-0.02149415085715989,-0.022354889101228022,-0.03182670380114572,-0.04370858004181917,-0.05309586274591223,-0.05483194336781282,-0.07261674321754606
