WAS,SF,TEN,LV,JAX,CIN,DEN,DAL,LA,PIT,BUF,BAL,NYJ,MIN,KC,IND,CLE,PHI,GB,NO,CHI,NE,ARI,TB,DET,MIA,CAR,LAC,NYG,SEA,ATL
0.2547762952436591,0.2169370144617971,0.20834042236968944,0.19969550843357733,0.1944756121244169,0.17782233800523303,0.1680869520705286,0.16538502905161,0.1550258509759042,0.1434348629326383,0.14142399775062922,0.1341878448859079,0.13174907166282096,0.12937821128814875,0.12855102823058373,0.1272654708155919,0.12458270980326983,0.1025745057885665,0.10137463573865205,0.07900156504089559,0.06677886880155309,0.04481514511518084,0.036090310237955336,0.035388107682804704,0.030773475663352923,0.029385737198964174,0.028555613582408296,0.02614580712415024,0.01866955563103398,0.009180933408546782,-0.0216837032787299
