Player,POS,TM,GP,Total EPA,EPA per Game,EPA per Play ( all plays contributed ),EPA per Play ( all offense ),Total Passing EPA,EPA per Completion,EPA per Attempt,Rushing EPA,EPA per Carry,Receiving EPA,EPA per Reception,EPA per Target
Lamar Jackson,QB,['BAL'],17,189.4773,11.1457,0.3091,0.138,177.667,0.5622,0.3748,11.8103,0.085,0,0,0
Josh Allen,QB,['BUF'],16,175.5924,10.9745,0.3002,0.1302,120.5566,0.3927,0.2496,55.0358,0.5396,0,0,0
Jared Goff,QB,['DET'],17,170.8325,10.049,0.2971,0.1225,172.4157,0.4421,0.3199,-3.3751,-0.0964,1.791821159799444,1.791821159799444,1.791821159799444
Joe Burrow,QB,['CIN'],17,141.0264,8.2957,0.2032,0.1007,123.7448,0.269,0.1898,17.2816,0.4115,0,0,0
Baker Mayfield,QB,['TB'],17,120.2536,7.0737,0.1909,0.0859,115.1933,0.283,0.2021,5.0603,0.0843,0,0,0
Jayden Daniels,QB,['WAS'],17,119.7301,7.0429,0.1907,0.0846,63.7916,0.1927,0.1329,55.9385,0.378,0,0,0
Brock Purdy,QB,['SF'],15,102.6127,6.8408,0.197,0.0772,84.5128,0.2817,0.1857,18.0999,0.2742,0,0,0
Patrick Mahomes,QB,['KC'],16,100.6323,6.2895,0.1572,0.0729,77.4762,0.1976,0.1333,23.602,0.4069,-0.4459021804828097,-0.4459021804828097,-0.4459021804828097
Kyler Murray,QB,['ARI'],17,88.5435,5.2084,0.143,0.066,71.0726,0.1911,0.1314,17.4709,0.224,0,0,0
Jordan Love,QB,['GB'],15,78.0467,5.2031,0.1734,0.0582,72.5557,0.2707,0.1707,5.491,0.2196,0,0,0
Jalen Hurts,QB,['PHI'],15,77.6534,5.1769,0.152,0.0551,36.4325,0.1469,0.1009,41.2209,0.2748,0,0,0
Tua Tagovailoa,QB,['MIA'],11,76.7284,6.9753,0.1844,0.0556,76.541,0.263,0.1918,0.1874,0.011,0,0,0
Justin Herbert,QB,['LAC'],17,72.5878,4.2699,0.1267,0.0548,67.8252,0.2043,0.1346,4.7626,0.069,0,0,0
Bo Nix,QB,['DEN'],17,61.3926,3.6113,0.093,0.045,36.0038,0.0958,0.0635,21.5517,0.2343,3.8370558173305453,3.8370558173305453,3.8370558173305453
Sam Darnold,QB,['MIN'],17,49.6998,2.9235,0.0812,0.0362,54.2329,0.1502,0.0995,-4.5331,-0.0677,0,0,0
Matthew Stafford,QB,['LA'],16,41.1643,2.5728,0.0753,0.0309,45.0318,0.1324,0.0871,-3.8675,-0.1289,0,0,0
Derek Carr,QB,['NO'],10,40.8813,4.0881,0.1381,0.0304,42.3787,0.2242,0.1519,-1.4974,-0.0881,0,0,0
Geno Smith,QB,['SEA'],17,25.3437,1.4908,0.0402,0.0184,24.537,0.0603,0.0425,0.8067,0.0152,0,0,0
Marcus Mariota,QB,['WAS'],3,20.5317,6.8439,0.3312,0.0145,18.6813,0.5494,0.4246,1.8504,0.1028,0,0,0
Kirk Cousins,QB,['ATL'],14,19.4196,1.3871,0.0408,0.0139,36.2226,0.1195,0.08,-16.803,-0.7306,0,0,0
Malik Willis,QB,['GB'],6,18.7309,3.1218,0.2531,0.014,15.4973,0.3874,0.287,3.2337,0.1617,0,0,0
Trevor Lawrence,QB,['JAX'],10,18.221,1.8221,0.0588,0.0142,8.7635,0.051,0.0309,9.4575,0.3637,0,0,0
Aaron Rodgers,QB,['NYJ'],17,13.9996,0.8235,0.0231,0.0106,9.9399,0.027,0.017,4.0597,0.1845,0,0,0
Justin Fields,QB,['PIT'],10,13.7659,1.3766,0.0617,0.0099,10.5415,0.0994,0.0655,3.2244,0.052,0,0,0
Tyrod Taylor,QB,['NYJ'],2,10.7827,5.3914,0.4313,0.0082,11.4171,0.6716,0.519,-0.6343,-0.2114,0,0,0
Tanner McKee,QB,['PHI'],2,10.3304,5.1652,0.2066,0.0073,13.4962,0.4499,0.2999,-3.1658,-0.6332,0,0,0
Michael Penix Jr.,QB,['ATL'],5,8.9552,1.791,0.08,0.0064,8.4551,0.1386,0.0805,0.5001,0.0714,0,0,0
Joe Milton III,QB,['NE'],1,7.218,7.218,0.1805,0.0053,11.3477,0.5158,0.3913,-3.4524,-0.3452,-0.6773075414315031,0,-0.6773075414315031
Nick Mullens,QB,['MIN'],4,4.844,1.211,0.9688,0.0035,4.8976,2.4488,2.4488,-0.0536,-0.0179,0,0,0
Jimmy Garoppolo,QB,['LA'],1,3.831,3.831,0.0891,0.0029,5.8005,0.2148,0.1415,-1.9696,-0.9848,0,0,0
Kenny Pickett,QB,['PHI'],5,3.7375,0.7475,0.0733,0.0027,2.4484,0.0979,0.0583,1.2891,0.1432,0,0,0
Jameis Winston,QB,['CLE'],11,2.0593,0.1872,0.0064,0.0014,-15.5232,-0.0858,-0.0524,17.5825,0.7033,0,0,0
Joshua Dobbs,QB,['SF'],2,0.8291,0.4146,0.0148,0.0006,4.2558,0.133,0.0905,-3.4267,-0.3807,0,0,0
Dak Prescott,QB,['DAL'],8,0.0351,0.0044,0.0001,0.0,-4.395,-0.0238,-0.0154,4.4301,0.3408,0,0,0
Mac Jones,QB,['JAX'],10,-0.1943,-0.0194,-0.0007,-0.0002,-1.2451,-0.0073,-0.0048,1.0508,0.0375,0,0,0
Tyson Bagent,QB,['CHI'],4,-0.2514,-0.0628,-0.0314,-0.0002,0.3717,0.1859,0.1859,-0.6231,-0.1039,0,0,0
Aidan O'Connell,QB,['LV'],9,-3.6439,-0.4049,-0.0138,-0.0026,5.1937,0.0337,0.0214,-8.8377,-0.4208,0,0,0
Bryce Young,QB,['CAR'],14,-3.7063,-0.2647,-0.0087,-0.0028,-18.622,-0.0796,-0.0485,14.9157,0.3469,0,0,0
Mitchell Trubisky,QB,['BUF'],8,-3.8124,-0.4765,-0.0887,-0.0028,8.715,0.4587,0.3352,-12.5274,-0.7369,0,0,0
Mason Rudolph,QB,['TEN'],8,-4.3894,-0.5487,-0.0173,-0.0032,-9.0702,-0.0621,-0.0398,4.6809,0.1872,0,0,0
Josh Johnson,QB,['BAL'],4,-5.0537,-1.2634,-0.722,-0.0037,-1.773,-0.8865,-0.591,-3.2807,-0.8202,0,0,0
Taylor Heinicke,QB,['LAC'],4,-5.5358,-1.3839,-0.7908,-0.0042,-5.9421,-1.9807,-1.1884,0.4063,0.2032,0,0,0
Davis Mills,QB,['HOU'],4,-5.8146,-1.4536,-0.1491,-0.0042,-4.5799,-0.229,-0.1272,-1.2347,-0.4116,0,0,0
Hendon Hooker,QB,['DET'],3,-6.0658,-2.0219,-0.4333,-0.0044,-2.6102,-0.435,-0.29,-3.4555,-0.6911,0,0,0
Kyle Trask,QB,['TB'],3,-6.7703,-2.2568,-1.1284,-0.0048,0.2114,0.2114,0.2114,-6.9818,-1.3964,0,0,0
Mike White,QB,['BUF'],1,-7.5247,-7.5247,-0.6841,-0.0056,-7.5247,-2.5082,-0.6841,0.0,0.0,0,0,0
Anthony Richardson,QB,['IND'],11,-8.386,-0.7624,-0.0239,-0.0062,-30.6303,-0.2431,-0.116,23.2123,0.2699,-0.9679886254056047,-0.9679886254056047,-0.9679886254056047
Carson Wentz,QB,['KC'],2,-8.5633,-4.2816,-0.3892,-0.0062,-5.1575,-0.4298,-0.2714,-3.4058,-1.1353,0,0,0
Brandon Allen,QB,['SF'],3,-11.5717,-3.8572,-0.3507,-0.0087,-10.6318,-0.6254,-0.3544,-0.9399,-0.3133,0,0,0
Tommy DeVito,QB,['NYG'],2,-11.6374,-5.8187,-0.2238,-0.0084,-9.1968,-0.2967,-0.209,-2.4407,-0.3051,0,0,0
Clayton Tune,QB,['ARI'],5,-11.8331,-2.3666,-1.3148,-0.0088,-1.1956,-0.5978,-0.5978,-10.6375,-1.5196,0,0,0
Trey Lance,QB,['DAL'],4,-11.9561,-2.989,-0.2299,-0.0082,-10.2371,-0.4095,-0.2497,-1.719,-0.1563,0,0,0
Joe Flacco,QB,['IND'],7,-14.4298,-2.0614,-0.0561,-0.0107,-7.5533,-0.0466,-0.0305,-6.8765,-0.7641,0,0,0
