GB,SEA,DAL,IND,LA,BUF,NE,SF,KC,DET,WAS,PIT,NYG,NYJ,JAX,PHI,HOU,MIA,CIN,ARI,LAC,DEN,BAL,TB,CHI,CAR,ATL,TEN,LV,MIN,NO,CLE
0.11523556034304974,0.10570728150194275,0.09631692661422006,0.09211455883782611,0.08111827499651164,0.08091877045036203,0.0799269331908648,0.07891170484522342,0.07447373233476073,0.03927145717621369,-0.01670840184256852,-0.01777752076096,-0.020762439540448444,-0.032625120433354846,-0.03799696300887292,-0.03969953195532086,-0.040780574983045506,-0.04469631056783767,-0.04662035026452628,-0.047819770633770534,-0.06023217110183013,-0.06644116577953976,-0.06706401426994418,-0.06807471232210574,-0.07393975860805213,-0.07698212139393201,-0.11241071501102283,-0.14201352659717237,-0.15353477763987494,-0.18113772999844457,-0.19868692022129827,-0.2862525399614971
