IND,BUF,KC,DAL,GB,LA,SF,SEA,DET,WAS,NE,NYG,JAX,CIN,PIT,BAL,TB,MIA,CHI,LAC,HOU,ARI,NYJ,DEN,PHI,CAR,ATL,TEN,MIN,LV,NO,CLE
0.12832649771104992,0.09625070112894797,0.07839841571243637,0.077127004378644,0.06915532140341701,0.05991223899817557,0.05218518904398456,0.04622302127706325,0.03701175721696219,0.024810939873124528,0.018922707662533844,0.013757005385724082,0.011759334228276018,-0.0057246507208091515,-0.0071121836328476955,-0.009699600303491549,-0.01157139087183114,-0.0189011112576995,-0.021162839988628283,-0.021851910642430868,-0.02335283418552593,-0.028546513520630576,-0.03147254600916878,-0.03379258385680564,-0.03586373312012613,-0.03746506947732281,-0.05960857978686316,-0.10632815750530372,-0.11939187561970237,-0.15670855338419776,-0.16227486695510074,-0.1953495132516276
