MIN,LA,KC,NO,DEN,HOU,CLE,DAL,SF,TB,CAR,NYG,GB,PIT,WAS,LV,SEA,ARI,NE,LAC,JAX,BUF,MIA,PHI,BAL,TEN,IND,CIN,DET,NYJ,CHI,ATL
0.13127218733677354,0.1296629615661323,0.12569856164278614,0.08160658326678917,0.07460575242101727,0.07459834274212042,0.07351338061358004,0.06989607447203572,0.0504457481895844,0.04978746613389401,0.04867667796607738,0.04201122982103838,0.03866434544787935,0.02592088632364374,0.011245633244567316,0.00964891199875553,0.008306860915448674,-0.0008218961524941448,-0.010030758334571718,-0.011620047652640395,-0.019372056914796987,-0.027958821400395146,-0.043643874836784585,-0.04498549740567401,-0.06754943345283779,-0.07086303240708523,-0.07154284394513316,-0.08611962769399928,-0.10823824405579721,-0.12831060288526197,-0.16414501564064082,-0.22060400888386342
