LA,DEN,MIN,KC,NO,CAR,SF,HOU,DAL,TB,CLE,NYG,LV,GB,LAC,WAS,PIT,SEA,JAX,ARI,NE,MIA,PHI,CIN,IND,BUF,BAL,NYJ,DET,TEN,ATL,CHI
0.21918426256894483,0.16327497151205156,0.15685302909544008,0.12208552734905015,0.08525994221266121,0.08066858082087969,0.07599905612673266,0.07590472407557497,0.0570234992138724,0.043639254702009245,0.04143811740754183,0.004586068543795049,0.003632200497131366,-0.000589928045328314,-0.008112764526470195,-0.01222550139910019,-0.023419529346850033,-0.07020311325972309,-0.07109886257858666,-0.07569731390651757,-0.0957831921339706,-0.1048524904029918,-0.10695704267835071,-0.11086759183837572,-0.113938337498697,-0.14957167402494573,-0.17666568776717134,-0.19229399334653785,-0.1973429089127047,-0.208507450180328,-0.2849550660228121,-0.2883454758344665
