BUF,MIA,JAX,PHI,SF,TB,BAL,MIN,IND,GB,WAS,DEN,LAC,DET,KC,DAL,CLE,CIN,PIT,LV,NE,CHI,CAR,NO,HOU,NYG,ATL,NYJ,TEN,SEA,ARI,LA
0.2729379287480455,0.26918607037062203,0.1367753183782778,0.12353055087909641,0.1160159020910915,0.09199368844385616,0.09144990591325973,0.06991041794724132,0.0557508992474903,0.053233069603449215,0.030618128051231798,0.02423402374854526,0.00945737598709119,0.004634048231643567,0.0007656202110508381,-0.01336420565648759,-0.015981276013478762,-0.0355339175070088,-0.04130583702173142,-0.04358486168123964,-0.04506197584327343,-0.04590985330439429,-0.04907980997945275,-0.054560440894450335,-0.06880159919523672,-0.08367113375683,-0.08575447121978581,-0.08790078597167508,-0.09187476382539783,-0.16185382263639492,-0.1763602903767574,-0.22364005789315577
