WAS,NO,LV,TB,IND,CAR,SF,NYJ,CIN,DEN,MIA,PIT,JAX,LA,BUF,MIN,ARI,NE,LAC,CHI,SEA,HOU,KC,NYG,TEN,BAL,GB,CLE,DAL,PHI,DET,ATL
0.14285306358818428,0.12249805909902524,0.09658740961947365,0.09316393331283279,0.08232520322327376,0.04705949159038582,0.04451040122055838,0.04432761305158187,0.03384219450433791,0.01351262091285535,0.005906230631619519,0.0035234767305401433,-0.007664681730936845,-0.007776370512124389,-0.017337323181415454,-0.02264086148594202,-0.024409588547569888,-0.06582163096251425,-0.06946946833078771,-0.09020392994234203,-0.11040649720062633,-0.11241433938321888,-0.11818877608847944,-0.12469182087284458,-0.12815382428958155,-0.1555031090683007,-0.16436070095381478,-0.17535257962806153,-0.18529274622289496,-0.23744940284031368,-0.24868792779046,-0.24991257998717648
